套件,文件,用例,状态,耗时秒,说明
tests,tests/integration/test_cw2_collector_wiring.py,test_collector_once_runs_healthy_and_repeatable,passed,0.042,
tests,tests/integration/test_cw2_full_log_ai.py,test_spool_log_handler_persists_trace_id,passed,0.058,
tests,tests/integration/test_cw2_full_log_ai.py,test_collector_maintenance_healthy_then_detects_gap,passed,0.064,
tests,tests/integration/test_cw2_full_log_ai.py,test_collector_surfaces_write_failure_backpressure,passed,0.043,
tests,tests/integration/test_cw2_full_log_ai.py,test_trace_locate_includes_log_event_query,passed,0.294,
tests,tests/integration/test_cw2_full_log_ai.py,test_ollama_chat_qwen3_forces_configured_context,skipped,0.000,本地 ollama 服务不可用（跳过真实 AI 调用）
tests,tests/integration/test_cw2_full_log_ai.py,test_ollama_ai_classification_json_and_spool_evidence,skipped,0.000,本地 ollama 服务不可用（跳过真实 AI 调用）
tests,tests/integration/test_cw2_full_log_ai.py,test_ollama_chat_fail_closed_on_garbage_model,skipped,0.000,本地 ollama 服务不可用（跳过真实 AI 调用）
tests,tests/integration/test_cw2_log_persistence_spool.py,test_segment_rotation_preserves_all_events,passed,0.306,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_utf8_split_across_chunks_no_mojibake,passed,0.041,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_half_line_finish_returns_remainder,passed,0.040,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_restart_epoch_seq_continuity,passed,0.080,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_duplicate_event_id_dedup,passed,0.056,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_gui_closed_collection_continues,passed,0.161,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_spool_write_failure_pauses_acceptance,passed,0.039,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_archive_flow_seal_verify_manifest_then_evict,passed,0.104,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_query_filter_and_pagination,passed,0.068,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_completeness_seal_and_unknown_tail,passed,0.072,
tests,tests/integration/test_cw2_log_persistence_spool.py,test_stderr_events_persist_and_query,passed,0.058,
tests,tests/integration/test_cw3_dag_execution_loop.py,test_first_ledger_chain_real_multi_input_persisted,passed,0.778,
tests,tests/integration/test_cw3_dag_execution_loop.py,test_stale_worker_fencing_rejected_and_traced,passed,0.279,
tests,tests/integration/test_cw3_dag_execution_loop.py,test_repeat_submit_idempotent_same_attempt,passed,0.203,
tests,tests/integration/test_cw3_dag_execution_loop.py,test_worker_kill_recovery_and_retry_new_attempt,passed,0.330,
tests,tests/integration/test_cw3_dag_execution_loop.py,test_every_edge_and_attempt_traceable_after_recovery,passed,0.283,
tests,tests/integration/test_cw3_dag_execution_loop.py,test_runtime_budget_exceeded_fails_attempt,passed,0.496,
tests,tests/integration/test_cw4_canvas_projection.py,test_runs_feed_lists_persisted_run_with_state,passed,1.320,
tests,tests/integration/test_cw4_canvas_projection.py,test_canvas_projection_matches_persisted_state,passed,1.276,
tests,tests/integration/test_cw4_canvas_projection.py,test_canvas_unknown_run_404,passed,0.313,
tests,tests/integration/test_cw4_canvas_projection.py,test_canvas_tenant_isolation,passed,1.168,
tests,tests/integration/test_cw5_ai_planning.py,test_model_draft_compiles_and_drives_cw3,passed,0.495,
tests,tests/integration/test_cw5_ai_planning.py,test_unknown_capability_fails_closed,passed,0.044,
tests,tests/integration/test_cw5_ai_planning.py,test_prompt_injection_rejected,passed,0.044,
tests,tests/integration/test_cw5_ai_planning.py,test_non_json_model_output_fails_closed,passed,0.042,
tests,tests/integration/test_cw5_ai_planning.py,test_data_boundary_denied,passed,0.047,
tests,tests/integration/test_cw5_ai_planning.py,test_revision_limit_gap_report,passed,0.043,
tests,tests/integration/test_cw5_ai_planning.py,test_budget_exceeded,passed,0.044,
tests,tests/integration/test_cw5_ai_planning.py,test_catalog_from_db_recalls_real_capabilities,passed,0.125,
tests,tests/integration/test_cw5_ai_planning.py,test_local_ollama_planning_smoke,skipped,0.000,"set AUDIT_NETWORK_RUN_OLLAMA_TESTS=1 to run the local-model smoke (slow, real inference)"
tests,tests/integration/test_cw5_ai_planning.py,test_api_planning_requires_policy,passed,0.204,
tests,tests/integration/test_cw5_ai_planning.py,test_api_planning_draft_ready,passed,0.351,
tests,tests/integration/test_cw5_ai_planning.py,test_api_planning_model_outage_503,passed,0.405,
tests,tests/integration/test_cw5_ai_planning.py,test_api_planning_rejects_malformed_sources,passed,0.339,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_requires_api_key,passed,0.045,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_chat_json_via_local_server,passed,0.081,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_http_error_maps_to_chat_error,passed,0.571,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_timeout_raises,passed,3.062,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_malformed_response_raises,passed,0.072,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_strips_trailing_chat_completions,passed,0.074,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_max_tokens_clamped_for_longcat,passed,0.080,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_proxy_configures_opener,passed,0.073,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_reasoning_effort_and_max_tokens_passthrough,passed,0.059,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_openai_compat_sends_browser_user_agent,passed,0.057,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_ai_planner_with_openai_compat_backend,passed,0.573,
tests,tests/integration/test_cw5_second_llm_adapter.py,test_no_hardcoded_credentials_in_source,passed,0.795,
tests,tests/integration/test_cw6_long_running.py,test_spool_health_and_watermark_alerts,passed,0.056,
tests,tests/integration/test_cw6_long_running.py,test_spool_health_idempotent_repeated_scan,passed,0.061,
tests,tests/integration/test_cw6_long_running.py,test_integrity_complete_partial_unavailable,passed,0.060,
tests,tests/integration/test_cw6_long_running.py,test_watermark_backpressure_drops_frames_visibly,passed,0.360,
tests,tests/integration/test_cw6_long_running.py,test_evidence_bundle_exports_and_verifies,passed,0.595,
tests,tests/integration/test_cw6_long_running.py,test_three_layer_drilldown_consistent,passed,0.723,
tests,tests/integration/test_cw6_long_running.py,test_api_spool_health_endpoint,passed,0.294,
tests,tests/integration/test_cw6_long_running.py,test_api_evidence_export_zip,passed,1.039,
tests,tests/integration/test_database_phase1.py,test_migration_head_and_table_inventory,passed,0.165,
tests,tests/integration/test_database_phase1.py,test_phase1_rls_is_forced_on_tenant_tables,passed,0.082,
tests,tests/integration/test_database_phase1.py,test_knowledge_upload_idempotency_records_are_rls_forced,passed,0.082,
tests,tests/integration/test_database_phase1.py,test_rich_media_job_queue_is_rls_forced,passed,0.192,
tests,tests/integration/test_database_phase1.py,test_phase1_outbox_function_is_callable,passed,0.080,
tests,tests/integration/test_demo_seed.py,test_seed_provisions_every_domain_and_is_idempotent,passed,1.591,
tests,tests/integration/test_demo_seed.py,test_seed_state_chain_is_internally_consistent,passed,0.745,
tests,tests/integration/test_end_to_end.py,test_initial_vertical_slice_end_to_end,passed,0.461,
tests,tests/integration/test_experience_api.py,test_overlay_fail_closed_then_returns_graph_and_overlay,passed,0.482,
tests,tests/integration/test_experience_api.py,test_suggestion_decision_requires_capability,passed,0.522,
tests,tests/integration/test_experience_api.py,test_suggestion_accept_then_terminal_conflict_and_list_filter,passed,1.293,
tests,tests/integration/test_experience_api.py,test_rebuild_endpoint_fail_closed_then_ok,passed,0.352,
tests,tests/integration/test_experience_api.py,test_overlay_requires_tenant_header,passed,0.107,
tests,tests/integration/test_experience_api.py,test_dismissed_suggestion_is_not_solidified,passed,0.504,
tests,tests/integration/test_experience_api.py,test_accept_solidification_is_idempotent,passed,1.218,
tests,tests/integration/test_experience_projector.py,test_project_run_accumulates_and_is_idempotent,passed,0.550,
tests,tests/integration/test_experience_projector.py,test_rebuild_matches_incremental,passed,0.338,
tests,tests/integration/test_experience_projector.py,test_failed_undeclared_handover_classified,passed,0.248,
tests,tests/integration/test_experience_projector.py,test_declared_edge_creates_no_suggestion,passed,0.321,
tests,tests/integration/test_experience_projector.py,test_proposed_suggestion_accept_then_frozen,passed,0.673,
tests,tests/integration/test_experience_projector.py,test_dismissed_suggestion_never_revives,passed,0.512,
tests,tests/integration/test_experience_solidify.py,test_lifecycle_experience_relation_activates_without_graph_nodes,passed,0.563,
tests,tests/integration/test_experience_solidify.py,test_lifecycle_rejects_mixed_and_non_create_relation,passed,0.161,
tests,tests/integration/test_experience_solidify.py,test_lifecycle_relation_validation_requires_core_payload,passed,0.243,
tests,tests/integration/test_experience_solidify.py,test_solidify_accepted_publishes_and_links_back,passed,0.687,
tests,tests/integration/test_experience_solidify.py,test_solidify_is_idempotent,passed,0.740,
tests,tests/integration/test_experience_solidify.py,test_solidify_rejects_non_accepted,passed,0.348,
tests,tests/integration/test_graph_extraction_api.py,test_extraction_preview_and_propose_are_policy_gated_and_shadow,passed,0.901,
tests,tests/integration/test_graph_extraction_api.py,test_proposal_governance_approve_applies_and_reject_stays_out,passed,2.004,
tests,tests/integration/test_graph_extraction_gate.py,test_shadow_changeset_gate_not_applied_without_approval,passed,0.501,
tests,tests/integration/test_graph_extraction_gate.py,test_route_candidates_rejects_unregistered_space_via_conflict,passed,0.118,
tests,tests/integration/test_graph_extraction_gate.py,test_route_candidates_conflicts_on_existing_active_node,passed,0.201,
tests,tests/integration/test_graph_lifecycle.py,test_graph_lifecycle_and_bounded_query,passed,0.425,
tests,tests/integration/test_graph_merge_arbitration.py,test_merge_same_space_repoints_edges_and_soft_deletes_sources,passed,0.474,
tests,tests/integration/test_graph_merge_arbitration.py,test_split_repoints_only_declared_relations_and_keeps_source_active,passed,0.451,
tests,tests/integration/test_graph_merge_arbitration.py,test_merge_contract_rejections_and_optimistic_lock_creates_conflict,passed,0.325,
tests,tests/integration/test_graph_merge_arbitration.py,test_split_contract_rejections,passed,0.216,
tests,tests/integration/test_graph_merge_arbitration.py,test_arbitration_is_explicit_once_only_and_merge_decision_links_a_merge,passed,0.542,
tests,tests/integration/test_graph_merge_arbitration.py,test_publish_policy_and_gated_api_endpoints,passed,0.777,
tests,tests/integration/test_graph_merge_arbitration.py,test_publish_policy_registers_phase6_capabilities,passed,0.269,
tests,tests/integration/test_graph_visualization.py,test_graph_visualization_api_returns_bounded_typed_topology,passed,0.483,
tests,tests/integration/test_health_ready.py,test_health_ready_returns_structured_probe,passed,0.146,
tests,tests/integration/test_health_ready.py,test_health_liveness_still_reports_ok,passed,0.108,
tests,tests/integration/test_knowledge_document_lifecycle_api.py,test_document_retire_hides_searchable_content_and_restore_recovers_it,passed,1.521,
tests,tests/integration/test_knowledge_document_lifecycle_api.py,test_retire_rejects_reused_idempotency_key_with_different_request,passed,0.590,
tests,tests/integration/test_knowledge_document_lifecycle_api.py,test_upload_rejects_reused_idempotency_key_with_different_files,passed,0.639,
tests,tests/integration/test_knowledge_document_lifecycle_api.py,test_upload_requires_an_idempotency_key,passed,0.225,
tests,tests/integration/test_knowledge_document_lifecycle_api.py,test_upload_replay_returns_one_business_result_without_duplicate_documents,passed,0.667,
tests,tests/integration/test_knowledge_lifecycle.py,test_changeset_release_activation_and_compensating_rollback,passed,0.712,
tests,tests/integration/test_knowledge_retrieval.py,test_ingest_embed_search_and_management_views,passed,0.455,
tests,tests/integration/test_knowledge_retrieval.py,test_knowledge_management_and_keyword_search_api,passed,0.868,
tests,tests/integration/test_knowledge_source.py,test_source_registration_is_read_only_non_recursive_and_idempotent,passed,0.231,
tests,tests/integration/test_multigraph_api.py,test_graph_route_api_is_policy_gated_and_reports_limited_bridge_route,passed,0.806,
tests,tests/integration/test_multigraph_routing.py,test_registered_bridge_is_the_only_cross_graph_route_and_budget_is_visible,passed,0.425,
tests,tests/integration/test_multigraph_routing.py,test_node_versions_are_immutable_and_rollback_preserves_history,passed,0.463,
tests,tests/integration/test_observability_trace.py,test_trace_filter_injects_trace_id_and_code_sha,passed,0.043,
tests,tests/integration/test_observability_trace.py,test_api_response_carries_trace_id,passed,0.113,
tests,tests/integration/test_observability_trace.py,test_api_request_logs_carry_trace_id,passed,0.054,
tests,tests/integration/test_observability_trace.py,test_global_exception_handler_returns_structured_500,passed,0.051,
tests,tests/integration/test_observability_trace.py,test_rotating_file_logging_installed,passed,0.043,
tests,tests/integration/test_observability_trace.py,test_code_sha256_deterministic,passed,0.065,
tests,tests/integration/test_observability_trace.py,test_code_map_covers_every_api_route,passed,0.066,
tests,tests/integration/test_observability_trace.py,test_code_map_endpoint_entries_have_location_and_tables,passed,0.067,
tests,tests/integration/test_observability_trace.py,test_readiness_uses_observability_trace,passed,0.102,
tests,tests/integration/test_operations_detail.py,test_operations_detail_returns_hierarchical_run_projection,passed,0.561,
tests,tests/integration/test_operations_detail.py,test_operations_detail_respects_policy_gate,passed,0.194,
tests,tests/integration/test_operations_summary.py,test_operations_summary_reports_every_workbench_from_real_database,passed,0.316,
tests,tests/integration/test_ops_supervisor.py,test_renew_lease_extends_expiry_and_validates_owner,passed,0.593,
tests,tests/integration/test_ops_supervisor.py,test_recover_stale_leases_returns_task_to_ready_when_worker_silent,passed,0.610,
tests,tests/integration/test_ops_supervisor.py,test_recover_stale_leases_does_not_steal_from_live_worker,passed,0.715,
tests,tests/integration/test_ops_supervisor.py,test_recover_stale_leases_fails_exhausted_task_and_cascades,passed,0.575,
tests,tests/integration/test_ops_supervisor.py,test_worker_heartbeat_upsert_and_liveness,passed,0.251,
tests,tests/integration/test_ops_supervisor.py,test_checks_return_structured_findings,passed,0.247,
tests,tests/integration/test_phase24_hardening.py,test_ingest_ledger_is_idempotent_and_versions_changed_content,passed,0.265,
tests,tests/integration/test_phase24_hardening.py,test_graph_database_rejects_cross_space_edges_and_marks_hop_truncation,passed,0.431,
tests,tests/integration/test_phase24_hardening.py,test_node_recycle_snapshot_is_server_backed,passed,0.301,
tests,tests/integration/test_plan_attempt_finalization.py,test_downstream_attempt_is_finalized_when_the_producer_fails,passed,0.384,
tests,tests/integration/test_plan_attempt_finalization.py,test_run_projection_does_not_report_a_stuck_run,passed,0.525,
tests,tests/integration/test_plan_attempt_finalization.py,test_unsafe_plan_key_fails_the_node_without_leaving_it_running,passed,0.395,
tests,tests/integration/test_plugin_db_artifacts.py,test_alert_correlation_driven_by_database_alerts,passed,0.251,
tests,tests/integration/test_plugin_db_artifacts.py,test_rca_ranker_driven_by_database_incidents_and_topology,passed,0.290,
tests,tests/integration/test_plugin_db_artifacts.py,test_knowledge_entity_relation_driven_by_database_chunks,passed,0.241,
tests,tests/integration/test_plugin_db_artifacts.py,test_document_ingestion_driven_by_database_markdown,passed,0.252,
tests,tests/integration/test_plugin_nebula_api.py,test_nebula_is_policy_gated_then_returns_live_graph,passed,0.410,
tests,tests/integration/test_plugin_nebula_api.py,test_nebula_verified_filter,passed,0.360,
tests,tests/integration/test_plugin_nebula_api.py,test_nebula_rejects_missing_and_unknown_tenant,passed,0.164,
tests,tests/integration/test_plugin_registry.py,test_manifest_validation_and_registration,passed,0.089,
tests,tests/integration/test_plugin_runtime_api.py,test_verified_plugin_runtime_api_reads_a_local_artifact_after_policy_gate,passed,13.109,
tests,tests/integration/test_plugin_runtime_api.py,test_ledger_quality_plugin_api_validates_snapshot_after_policy_gate,passed,6.913,
tests,tests/integration/test_plugin_runtime_api.py,test_verified_plugin_runtime_api_denial_returns_before_isolated_execution,passed,6.587,
tests,tests/integration/test_plugin_runtime_api.py,test_journal_anomaly_plugin_api_after_policy_gate,passed,6.340,
tests,tests/integration/test_plugin_runtime_api.py,test_rca_ranker_plugin_api_after_policy_gate,passed,6.305,
tests,tests/integration/test_plugin_runtime_api.py,test_graph_proposal_plugin_api_returns_shadow_draft_after_policy_gate,passed,6.512,
tests,tests/integration/test_plugin_runtime_api.py,test_investigation_plan_plugin_api_returns_plan_draft_after_policy_gate,passed,6.667,
tests,tests/integration/test_plugin_runtime_api.py,test_finding_draft_plugin_api_returns_finding_draft_after_policy_gate,passed,8.372,
tests,tests/integration/test_plugin_runtime_api.py,test_playbook_proposer_plugin_api_returns_remediation_proposal_after_policy_gate,passed,7.861,
tests,tests/integration/test_plugin_runtime_api.py,test_recovery_verifier_plugin_api_returns_immutable_ledger_after_policy_gate,passed,12.475,
tests,tests/integration/test_plugin_runtime_api.py,test_alert_triage_plugin_api_after_policy_gate,passed,6.930,
tests,tests/integration/test_plugin_runtime_api.py,test_evidence_lineage_plugin_api_queries_a_released_graph_after_policy_gate,passed,6.894,
tests,tests/integration/test_plugin_runtime_api.py,test_simulated_backtest_plugin_api_after_policy_gate,passed,6.408,
tests,tests/integration/test_plugin_runtime_api.py,test_workpaper_export_plugin_api_returns_draft_after_policy_gate,passed,6.148,
tests,tests/integration/test_plugin_runtime_api.py,test_report_draft_plugin_api_returns_unsigned_draft_after_policy_gate,passed,6.253,
tests,tests/integration/test_plugin_runtime_api.py,test_ticket_draft_plugin_api_returns_unsent_draft_after_policy_gate,passed,6.058,
tests,tests/integration/test_plugin_runtime_api.py,test_retention_recommendation_plugin_api_returns_proposed_retention_after_policy_gate,passed,6.268,
tests,tests/integration/test_plugin_runtime_api.py,test_postmortem_draft_plugin_api_returns_unpublished_draft_after_policy_gate,passed,7.288,
tests,tests/integration/test_plugin_runtime_api.py,test_research_note_draft_plugin_api_returns_unpublished_note_after_policy_gate,passed,7.222,
tests,tests/integration/test_plugin_runtime_gdrive_e2e.py,test_journal_anomaly_real_expense_ledger,passed,2.318,
tests,tests/integration/test_plugin_runtime_gdrive_e2e.py,test_knowledge_entity_relation_real_audit_doc,passed,0.191,
tests,tests/integration/test_plugin_runtime_gdrive_e2e.py,test_quant_snapshot_guard_real_sensor_series,passed,0.450,
tests,tests/integration/test_plugin_runtime_gdrive_e2e.py,test_quant_factor_compute_real_sensor_series,passed,0.195,
tests,tests/integration/test_plugin_runtime_gdrive_e2e.py,test_aiops_alert_correlation_real_fault_tickets,passed,0.198,
tests,tests/integration/test_plugin_runtime_gdrive_e2e.py,test_aiops_rca_ranker_real_fault_tickets_and_causal_graph,passed,0.117,
tests,tests/integration/test_plugin_runtime_multi.py,test_journal_anomaly_runs_in_isolated_child_process,passed,0.109,
tests,tests/integration/test_plugin_runtime_multi.py,test_knowledge_entity_relation_runs_in_isolated_child_process,passed,0.208,
tests,tests/integration/test_plugin_runtime_multi.py,test_quant_snapshot_guard_runs_in_isolated_child_process,passed,0.113,
tests,tests/integration/test_plugin_runtime_multi.py,test_quant_factor_compute_runs_in_isolated_child_process,passed,0.108,
tests,tests/integration/test_plugin_runtime_multi.py,test_alert_correlation_runs_in_isolated_child_process,passed,0.105,
tests,tests/integration/test_plugin_runtime_multi.py,test_rca_ranker_runs_in_isolated_child_process,passed,0.107,
tests,tests/integration/test_plugin_runtime_multi.py,test_policy_denies_each_new_capability_without_starting_a_child,passed,0.065,
tests,tests/integration/test_plugin_topology_api.py,test_topology_read_api_is_policy_gated_and_returns_tenant_rows,passed,1.558,
tests,tests/integration/test_plugin_topology_api.py,test_topology_chains_api_is_policy_gated_and_returns_seeded_rows,passed,0.981,
tests,tests/integration/test_plugin_topology_api.py,test_topology_chain_m4_endpoints_fail_closed_without_policy,passed,0.425,
tests,tests/integration/test_plugin_topology_api.py,test_topology_chain_execute_api_returns_seeded_already_run,passed,0.910,
tests,tests/integration/test_plugin_topology_api.py,test_topology_chain_approval_api_rejects_finalized_seed_intent,passed,0.619,
tests,tests/integration/test_plugin_topology_api.py,test_topology_chain_execute_api_contract_rejects_isolated_mode_and_missing_key,passed,0.600,
tests,tests/integration/test_plugin_topology_api.py,test_topology_chain_m4_reads_are_rls_isolated_per_tenant,passed,0.535,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_seeded_plan_rematerializes_to_canonical_chain,passed,0.112,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_seeded_plan_chain_checksum_is_stable_across_calls,passed,0.265,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_chain_materialize_is_key_idempotent_and_plan_deterministic,passed,0.688,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_list_chains_and_intents_returns_seeded_rows,passed,0.151,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_list_intents_unknown_chain_returns_empty,passed,0.102,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_idempotent_replay_ignores_gateway_decision_rows,passed,0.156,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_chain_write_is_policy_gated,passed,0.050,
tests,tests/integration/test_plugin_topology_chain_integration.py,test_chain_rls_hides_from_other_tenant,passed,0.094,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_anchor_is_append_only_and_replay_idempotent,passed,351.779,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_verify_detects_source_tamper_and_recovers,passed,914.706,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_scope_filtering_matches_anchor_scope,passed,3.977,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_anchor_rejects_invalid_scope_zero_writes,passed,0.328,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_api_fail_closed_without_capability_grant,passed,1.366,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_api_anchor_verify_export_end_to_end,passed,1096.002,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_chain_isolated_per_tenant,passed,1.307,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_anchor_tables_insert_select_only_for_app_role,passed,0.098,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_module_has_no_execution_surface,passed,0.046,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_scope_lock,passed,0.046,
tests,tests/integration/test_plugin_topology_evidence_integration.py,test_evidence_export_never_contains_payload_body,passed,361.059,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_seeded_execution_checksums_reproduce_service_formula,passed,0.090,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_seeded_chain_execution_is_already_run_never_duplicates,passed,0.185,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_seeded_approval_and_ledger_readback,passed,0.151,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_chain_execution_is_blocked_until_every_requires_approval_intent_is_approved,passed,0.754,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_rejected_intent_freezes_denied_and_blocks_chain,passed,0.585,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_approval_is_idempotent_and_terminal_states_are_frozen,passed,0.586,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_approval_and_execution_are_policy_gated,passed,0.041,
tests,tests/integration/test_plugin_topology_execution_integration.py,test_approval_and_ledger_rls_hide_from_other_tenant,passed,0.619,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_m10_seed_bindings_exist,passed,0.164,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_chinese_intent_matches_two_capabilities_and_expands,passed,0.268,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_plan_from_intent_writes_plan_only_with_formula_checksum,passed,0.310,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_plan_reused_on_plan_key_collision,passed,0.371,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_planning_intent_idempotent_replay,passed,0.565,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_plan_from_intent_fail_closed_no_match,passed,0.260,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_plan_materializes_into_existing_chain_and_isolated_run_succeeds,passed,0.637,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_expanded_chain_run_fails_closed_at_node_without_governed_input,passed,0.612,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_planning_intents_rls_isolates_tenants,passed,0.450,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_planning_intents_append_only_no_update_delete,passed,0.352,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_api_planning_fail_closed_without_capability,passed,0.385,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_api_planning_bad_input_422,passed,0.314,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_api_planning_unknown_tenant_404,passed,0.234,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_api_planning_no_match_400,passed,0.530,
tests,tests/integration/test_plugin_topology_graph_planning_integration.py,test_api_planning_flow_and_idempotent_replay,passed,1.400,
tests,tests/integration/test_plugin_topology_integration.py,test_register_release_plan_end_to_end,passed,0.675,
tests,tests/integration/test_plugin_topology_integration.py,test_plan_only_rejects_execute_and_unknown_requirements,passed,0.088,
tests,tests/integration/test_plugin_topology_integration.py,test_blueprint_execution_fields_rejected_and_seed_keys_reserved,passed,0.042,
tests,tests/integration/test_plugin_topology_integration.py,test_policy_gate_denies_without_allow,passed,0.043,
tests,tests/integration/test_plugin_topology_integration.py,test_recycle_and_restore_preserve_evidence,passed,0.302,
tests,tests/integration/test_plugin_topology_integration.py,test_rls_hides_other_tenant_topology,passed,0.126,
tests,tests/integration/test_plugin_topology_integration.py,test_publish_rejects_bad_checksum_and_missing_blueprint,passed,0.083,
tests,tests/integration/test_plugin_topology_integration.py,test_bridge_upsert_is_idempotent_and_rejects_private_payloads,passed,0.173,
tests,tests/integration/test_plugin_topology_integration.py,test_bridge_edge_requires_registration_and_plan_keeps_bridge_edge,passed,0.479,
tests,tests/integration/test_plugin_topology_integration.py,test_seeded_bridge_catalog_plans_with_bridge_edge,passed,0.215,
tests,tests/integration/test_plugin_topology_integration.py,test_bridge_write_is_policy_gated,passed,0.047,
tests,tests/integration/test_plugin_topology_isolated_integration.py,test_api_isolated_execution_is_fail_closed_without_policy,passed,0.268,
tests,tests/integration/test_plugin_topology_isolated_integration.py,test_isolated_execution_requires_a_reason,passed,0.040,
tests,tests/integration/test_plugin_topology_isolated_integration.py,test_isolated_execution_requires_the_isolated_policy_twin,passed,0.042,
tests,tests/integration/test_plugin_topology_isolated_integration.py,test_isolated_execution_rejects_simulated_mode,passed,0.040,
tests,tests/integration/test_plugin_topology_isolated_integration.py,test_seeded_chain_isolated_drill_runs_real_children_and_writes_ledger,skipped,0.088,isolated drill already recorded; rerun after test-db rebuild
tests,tests/integration/test_plugin_topology_isolated_integration.py,test_isolated_ledger_rls_hides_from_other_tenant,passed,0.085,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_closed_loop_approve_rerun_converges,passed,0.942,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_rejected_escalate_human_never_runs,passed,0.480,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_verified_verification_fails_closed,passed,0.293,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_requires_remediate_capability,passed,0.255,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_api_remediation_is_fail_closed_without_active_policy,passed,0.291,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_terminal_decision_cannot_flip,passed,0.354,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_idempotent_proposal_replay,passed,0.304,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_rls_hides_from_other_tenant,passed,0.426,
tests,tests/integration/test_plugin_topology_remediation_integration.py,test_remediation_tables_insert_select_only_for_app_role,passed,0.082,
tests,tests/integration/test_plugin_topology_runs_integration.py,test_run_requires_isolated_mode,passed,0.044,
tests,tests/integration/test_plugin_topology_runs_integration.py,test_run_requires_a_reason,passed,0.041,
tests,tests/integration/test_plugin_topology_runs_integration.py,test_run_requires_the_isolated_policy_twin,passed,0.041,
