node_instance_id,capability,plugin_id,status,created_at,finished_at,error_kind,error_message,output_refs
risk-level-assign-001,audit.risk.risk-level-assign,audit.risk.risk-level-assign,succeeded,2026-09-12 11:33:45.749696+08:00,2026-09-12 11:33:45.868749+08:00,,,"{'risk-level': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/risk-level-assign-001/output-risk-level-8fe43612aa1044c2.json', 'sha256': '8fe43612aa1044c2cf639053cdd5c4a2452504f04963cef5028233f7d3673b44', 'size_bytes': 3759}}"
high-risk-area-locate-001,audit.risk.high-risk-area-locate,audit.risk.high-risk-area-locate,succeeded,2026-09-12 11:33:45.911921+08:00,2026-09-12 11:33:46.024725+08:00,,,"{'high-risk-area': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/high-risk-area-locate-001/output-high-risk-area-b9351b02e6733282.json', 'sha256': 'b9351b02e6733282936924b60dbae4f8d03f05b9be1065a5eabec53be5fa89d5', 'size_bytes': 2032}}"
risk-advice-generate-001,audit.risk.risk-advice-generate,audit.risk.risk-advice-generate,succeeded,2026-09-12 11:33:46.071321+08:00,2026-09-12 11:33:46.181500+08:00,,,"{'risk-advice-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/risk-advice-generate-001/output-risk-advice-set-17bc556a3a9ba7e3.json', 'sha256': '17bc556a3a9ba7e32e63993bb6b676e7469922e883a07cc1a1183be7ac77369d', 'size_bytes': 467}}"
project-scheme-build-001,audit.plan.project-scheme-build,audit.plan.project-scheme-build,succeeded,2026-09-12 11:33:46.224151+08:00,2026-09-12 11:33:46.336286+08:00,,,"{'project-scheme': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/project-scheme-build-001/output-project-scheme-f2ae1463aaaeb0e0.json', 'sha256': 'f2ae1463aaaeb0e0c68a641388960c4676b7b70d36d9e183c6b2d91cec32e60b', 'size_bytes': 1660}}"
program-template-match-001,audit.plan.program-template-match,audit.plan.program-template-match,succeeded,2026-09-12 11:33:46.382806+08:00,2026-09-12 11:33:46.493366+08:00,,,"{'program-template': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/program-template-match-001/output-program-template-897a7b5697044b63.json', 'sha256': '897a7b5697044b63dff422f5b996d8547e4b0f925b9d77cf6883cab25e0fefcb', 'size_bytes': 2871}}"
risk-heatmap-draw-001,audit.risk.risk-heatmap-draw,audit.risk.risk-heatmap-draw,succeeded,2026-09-12 11:33:46.536475+08:00,2026-09-12 11:33:46.649451+08:00,,,"{'risk-heatmap': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/risk-heatmap-draw-001/output-risk-heatmap-9a36641a084ac5bd.json', 'sha256': '9a36641a084ac5bdc309672a72f39278596f2ccb49615b60eab70dae853c6bcf', 'size_bytes': 555}}"
rule-engine-001,audit.foundation.rule-engine,audit.foundation.rule-engine,succeeded,2026-09-12 11:33:46.693428+08:00,2026-09-12 11:33:46.803829+08:00,,,"{'rule-evaluation': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/rule-engine-001/output-rule-evaluation-3b2456a4180bc79b.json', 'sha256': '3b2456a4180bc79bfaeba0d75ce7e25ca29ef86b21841f4c53eb22c432b8f207', 'size_bytes': 535}}"
rule-iteration-001,audit.govern.rule-iteration,audit.govern.rule-iteration,succeeded,2026-09-12 11:33:46.849133+08:00,2026-09-12 11:33:46.959102+08:00,,,"{'updated-rule-pack': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/rule-iteration-001/output-updated-rule-pack-63bcf54bda9da9a8.json', 'sha256': '63bcf54bda9da9a8553fa2c626e432fe1e20cdaf4366715667efa6eadbba6088', 'size_bytes': 585}}"
sampling-select-001,audit.plan.sampling-select,audit.plan.sampling-select,succeeded,2026-09-12 11:33:47.000965+08:00,2026-09-12 11:33:47.112598+08:00,,,"{'sampling-plan': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/sampling-select-001/output-sampling-plan-7d654f273bbdd7a2.json', 'sha256': '7d654f273bbdd7a2951b64a6663f99562967ce60401fb28377417abf982ef905', 'size_bytes': 388}}"
sample-size-compute-001,audit.plan.sample-size-compute,audit.plan.sample-size-compute,succeeded,2026-09-12 11:33:47.155493+08:00,2026-09-12 11:33:47.270078+08:00,,,"{'sample-size': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/sample-size-compute-001/output-sample-size-6078e9cef44ea7f9.json', 'sha256': '6078e9cef44ea7f9811916628a81b2aef969fa4789f6caf01a55d6cdd89e5b7a', 'size_bytes': 223}}"
site-checkin-track-001,audit.field.site-checkin-track,audit.field.site-checkin-track,succeeded,2026-09-12 11:33:47.316363+08:00,2026-09-12 11:33:47.432151+08:00,,,"{'checkin-log': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/site-checkin-track-001/output-checkin-log-accf2f740c9562fe.json', 'sha256': 'accf2f740c9562fe31257d33bfd25dfad8244ad695a803e34569f2dfb09c8a86', 'size_bytes': 271}}"
strategy-align-001,audit.mandate.strategy-align,audit.mandate.strategy-align,succeeded,2026-09-12 11:33:47.475915+08:00,2026-09-12 11:33:47.586409+08:00,,,"{'aligned-demand': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/strategy-align-001/output-aligned-demand-efb7c446d566d88d.json', 'sha256': 'efb7c446d566d88ddcfa73e041124624a7e802c91871eeac3246e680c13eaff4', 'size_bytes': 1040}}"
annual-propose-001,audit.mandate.annual-propose,audit.mandate.annual-propose,succeeded,2026-09-12 11:33:47.629511+08:00,2026-09-12 11:33:47.745183+08:00,,,"{'proposal-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/annual-propose-001/output-proposal-set-b3680e513232c205.json', 'sha256': 'b3680e513232c205dd657a21ed8b6c711a687229b528214fb2599d61fcca21e7', 'size_bytes': 600}}"
proposal-score-001,audit.mandate.proposal-score,audit.mandate.proposal-score,succeeded,2026-09-12 11:33:47.788184+08:00,2026-09-12 11:33:47.908762+08:00,,,"{'scored-proposal': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/proposal-score-001/output-scored-proposal-b8e66b9a2197141e.json', 'sha256': 'b8e66b9a2197141e97fd0e28e0b83673baf8d1210d4aa4364c194c2fba02c623', 'size_bytes': 282}}"
project-library-001,audit.mandate.project-library,audit.mandate.project-library,succeeded,2026-09-12 11:33:47.951501+08:00,2026-09-12 11:33:48.061999+08:00,,,"{'project-snapshot': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/project-library-001/output-project-snapshot-74403cf3b347369d.json', 'sha256': '74403cf3b347369dbdaefdb8da95b1d1eea76796a5c4c14b726bcadfc1de3bfe', 'size_bytes': 465}}"
notice-generate-001,audit.mandate.notice-generate,audit.mandate.notice-generate,succeeded,2026-09-12 11:33:48.104673+08:00,2026-09-12 11:33:48.215786+08:00,,,"{'audit-notice': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/notice-generate-001/output-audit-notice-012e4e30bfb32e90.json', 'sha256': '012e4e30bfb32e9037f4eecf39d93628736148d8cc3e129ed55a4c7d881de19c', 'size_bytes': 366}}"
priority-rank-001,audit.mandate.priority-rank,audit.mandate.priority-rank,succeeded,2026-09-12 11:33:48.258058+08:00,2026-09-12 11:33:48.368203+08:00,,,"{'priority-order': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/priority-rank-001/output-priority-order-70f2f100f217c324.json', 'sha256': '70f2f100f217c32495679bcb2bf3b477205a859616bf8a1d53ea7c5aa1ca1bcc', 'size_bytes': 281}}"
annual-plan-build-001,audit.plan.annual-plan-build,audit.plan.annual-plan-build,succeeded,2026-09-12 11:33:48.412574+08:00,2026-09-12 11:33:48.526370+08:00,,,"{'annual-plan': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/annual-plan-build-001/output-annual-plan-be9f709ceabef85f.json', 'sha256': 'be9f709ceabef85f4a494e98ee90e6735bc2553d55968344e67fd9e93cbd095f', 'size_bytes': 379}}"
report-frame-build-001,audit.report.report-frame-build,audit.report.report-frame-build,succeeded,2026-09-12 11:33:48.570378+08:00,2026-09-12 11:33:48.680169+08:00,,,"{'report-frame': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/report-frame-build-001/output-report-frame-547cca5d95ac3288.json', 'sha256': '547cca5d95ac328866b954dae151d157c64670620027f3c7e149875f6694c3eb', 'size_bytes': 659}}"
report-data-check-001,audit.report.report-data-check,audit.report.report-data-check,succeeded,2026-09-12 11:33:48.721622+08:00,2026-09-12 11:33:48.833018+08:00,,,"{'report-check-report': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/report-data-check-001/output-report-check-report-5608cb993fa82708.json', 'sha256': '5608cb993fa827088ccc55fa713ff8c501b04f43912a2289b17c949671343e17', 'size_bytes': 541}}"
report-multi-review-001,audit.report.report-multi-review,audit.report.report-multi-review,succeeded,2026-09-12 11:33:48.878210+08:00,2026-09-12 11:33:48.991300+08:00,,,"{'report-approved': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/report-multi-review-001/output-report-approved-91f08b9750152bdf.json', 'sha256': '91f08b9750152bdf4065122e735439ef45d17a0e9131428b207a99f3a1e492ce', 'size_bytes': 278}}"
notice-mask-publish-001,audit.report.notice-mask-publish,audit.report.notice-mask-publish,succeeded,2026-09-12 11:33:49.034154+08:00,2026-09-12 11:33:49.146928+08:00,,,"{'published-notice': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/notice-mask-publish-001/output-published-notice-097547cd61dcc1dd.json', 'sha256': '097547cd61dcc1dd1f904b38e812f4e542fb55428ce48bfb30bbd6d7bb304599', 'size_bytes': 404}}"
result-distill-001,audit.report.result-distill,audit.report.result-distill,succeeded,2026-09-12 11:33:49.190694+08:00,2026-09-12 11:33:49.306669+08:00,,,"{'distilled-result': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/result-distill-001/output-distilled-result-e4bf3ce4817ead89.json', 'sha256': 'e4bf3ce4817ead8916bc5f9874d7539b14de60154fd5e0da05a7e2921b563492', 'size_bytes': 469}}"
case-library-update-001,audit.govern.case-library-update,audit.govern.case-library-update,succeeded,2026-09-12 11:33:49.346948+08:00,2026-09-12 11:33:49.459358+08:00,,,"{'case-entry': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/case-library-update-001/output-case-entry-4ae44708bdfbb304.json', 'sha256': '4ae44708bdfbb304b12275906d41e1d30cf696327054f2fc1ec742971c009ffe', 'size_bytes': 514}}"
suspicion-flag-001,audit.field.suspicion-flag,audit.field.suspicion-flag,succeeded,2026-09-12 11:33:49.503274+08:00,2026-09-12 11:33:49.613177+08:00,,,"{'suspicion-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/suspicion-flag-001/output-suspicion-set-263de00cc9690c06.json', 'sha256': '263de00cc9690c065c19d2e319a3109cf6ce5bf552aec4b86a0b69e84f0cecdd', 'size_bytes': 697}}"
suspicion-merge-001,audit.finding.suspicion-merge,audit.finding.suspicion-merge,succeeded,2026-09-12 11:33:49.660154+08:00,2026-09-12 11:33:49.771044+08:00,,,"{'merged-suspicion': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/suspicion-merge-001/output-merged-suspicion-3080a72ab8568f9f.json', 'sha256': '3080a72ab8568f9fdf81d796f96356aaa5f667e3c7d4232365c1265e805f2e69', 'size_bytes': 3059}}"
issue-type-judge-001,audit.finding.issue-type-judge,audit.finding.issue-type-judge,succeeded,2026-09-12 11:33:49.812876+08:00,2026-09-12 11:33:49.926784+08:00,,,"{'issue-type-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/issue-type-judge-001/output-issue-type-set-248791398809fa12.json', 'sha256': '248791398809fa1291f5c4be62cbb77b308dd9f4bbe2947fd6745e4e2bf6fa9c', 'size_bytes': 3522}}"
issue-amount-compute-001,audit.finding.issue-amount-compute,audit.finding.issue-amount-compute,succeeded,2026-09-12 11:33:49.969576+08:00,2026-09-12 11:33:50.082475+08:00,,,"{'issue-amount': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/issue-amount-compute-001/output-issue-amount-28d30253ca3801e5.json', 'sha256': '28d30253ca3801e5a4ecc4366d49dae9d78ae0e6f8cf2f1145813d91c21a82ac', 'size_bytes': 4256}}"
tag-manage-001,audit.foundation.tag-manage,audit.foundation.tag-manage,succeeded,2026-09-12 11:33:50.126887+08:00,2026-09-12 11:33:50.244773+08:00,,,"{'tag-tree': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/tag-manage-001/output-tag-tree-9f02df2e70e47e2c.json', 'sha256': '9f02df2e70e47e2c3e353b24d86b4d71f0e07eed70107af09a4f1a68cd7d1d64', 'size_bytes': 473}}"
team-forming-001,audit.mandate.team-forming,audit.mandate.team-forming,succeeded,2026-09-12 11:33:50.290221+08:00,2026-09-12 11:33:50.405673+08:00,,,"{'team-scheme': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/team-forming-001/output-team-scheme-710f373f182754ee.json', 'sha256': '710f373f182754eebcb955e2a453f1a778d7ece8f0b5f26b9dd67d0590b95b0d', 'size_bytes': 965}}"
staff-schedule-001,audit.plan.staff-schedule,audit.plan.staff-schedule,succeeded,2026-09-12 11:33:50.449783+08:00,2026-09-12 11:33:50.563719+08:00,,,"{'schedule-plan': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/staff-schedule-001/output-schedule-plan-94d3d490ca5b966e.json', 'sha256': '94d3d490ca5b966e0efe0100f82db64f10cff82fc17b2b2c41cb6119d587d415', 'size_bytes': 1987}}"
effort-budget-001,audit.plan.effort-budget,audit.plan.effort-budget,succeeded,2026-09-12 11:33:50.607122+08:00,2026-09-12 11:33:50.719957+08:00,,,"{'effort-budget': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/effort-budget-001/output-effort-budget-136ffa919e8373c3.json', 'sha256': '136ffa919e8373c387111a8f0e944b0211011d86cf9c5ef30c41778cff7eeb38', 'size_bytes': 237}}"
resource-conflict-detect-001,audit.plan.resource-conflict-detect,audit.plan.resource-conflict-detect,succeeded,2026-09-12 11:33:50.766833+08:00,2026-09-12 11:33:50.885825+08:00,,,"{'conflict-alert': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/resource-conflict-detect-001/output-conflict-alert-44cc9887b84a6785.json', 'sha256': '44cc9887b84a678505c76673a8e75545c14f6a137d6800a5502dc26fc5d3b025', 'size_bytes': 385}}"
violation-clause-match-001,audit.finding.violation-clause-match,audit.finding.violation-clause-match,succeeded,2026-09-12 11:33:50.931233+08:00,2026-09-12 11:33:51.040125+08:00,,,"{'violation-clause': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/violation-clause-match-001/output-violation-clause-81889837d75fbc0d.json', 'sha256': '81889837d75fbc0d4f2f89193bb926fe2d5e35772bdc6ff63742479c71c151d4', 'size_bytes': 4902}}"
responsible-party-find-001,audit.finding.responsible-party-find,audit.finding.responsible-party-find,succeeded,2026-09-12 11:33:51.082436+08:00,2026-09-12 11:33:51.191253+08:00,,,"{'responsible-party': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/responsible-party-find-001/output-responsible-party-30f93d499da201cf.json', 'sha256': '30f93d499da201cffe71e6451e430b0acfd709e2be934c31af0f37f05ff10688', 'size_bytes': 4948}}"
issue-grade-001,audit.finding.issue-grade,audit.finding.issue-grade,succeeded,2026-09-12 11:33:51.236090+08:00,2026-09-12 11:33:51.345230+08:00,,,"{'graded-issue': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/issue-grade-001/output-graded-issue-c9aa2c2ccbd6336a.json', 'sha256': 'c9aa2c2ccbd6336ac49a0b6ebbf736b24f43dfea1a538970f0c06984a9e90c43', 'size_bytes': 4899}}"
auditee-feedback-001,audit.finding.auditee-feedback,audit.finding.auditee-feedback,succeeded,2026-09-12 11:33:51.386108+08:00,2026-09-12 11:33:51.500431+08:00,,,"{'feedback-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/auditee-feedback-001/output-feedback-set-f3513adc0d9e40b6.json', 'sha256': 'f3513adc0d9e40b62d309f7205a1a327d6865432bf8853b7adaa3696d9f5cb74', 'size_bytes': 6209}}"
issue-final-review-001,audit.finding.issue-final-review,audit.finding.issue-final-review,succeeded,2026-09-12 11:33:51.545069+08:00,2026-09-12 11:33:51.654668+08:00,,,"{'final-issue-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/issue-final-review-001/output-final-issue-set-b45aa48f88c5d053.json', 'sha256': 'b45aa48f88c5d053275616fc16b54cff9b8d4c17b2955b9ad441ce5a8a5e3507', 'size_bytes': 6527}}"
advice-match-001,audit.report.advice-match,audit.report.advice-match,succeeded,2026-09-12 11:33:51.699761+08:00,2026-09-12 11:33:51.808984+08:00,,,"{'advice-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/advice-match-001/output-advice-set-2600eccfbc97b6dc.json', 'sha256': '2600eccfbc97b6dc67c4d5fb2aefb3cd52dccbc824c421fccc7119171dacc9d0', 'size_bytes': 1606}}"
